Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum
34,75,47,461,80,55,68,125,19,117,225,36,182,26,171,225,244,21,123,40,169,2543,2020-11-07
65,97,43,316,68,12,5,52,6,6,101,4,123,2,16,48,211,26,126,28,174,1529,2020-11-08
7,32,44,368,64,44,26,50,14,71,105,13,105,17,33,117,105,16,97,31,108,1467,2020-11-09
34,89,94,621,75,66,53,98,47,208,147,31,171,69,41,317,173,2,40,54,167,2597,2020-11-10
26,138,47,705,77,50,93,136,19,134,220,17,177,71,104,374,220,54,112,72,236,3082,2020-11-11
93,85,99,653,83,52,88,71,33,132,174,43,211,42,78,436,281,28,91,78,205,3056,2020-11-12
30,88,69,554,81,82,78,66,24,136,185,23,237,63,59,420,226,37,108,77,223,2866,2020-11-13
51,120,27,363,85,81,77,165,14,135,162,17,154,20,76,153,297,43,86,54,182,2362,2020-11-14
29,56,5,291,77,8,8,20,20,6,141,3,93,7,9,147,164,20,95,51,63,1313,2020-11-15
19,28,56,421,69,39,66,39,28,83,203,55,151,70,73,151,128,15,47,82,122,1945,2020-11-16
48,74,79,604,82,88,108,120,59,272,254,22,157,58,152,439,190,22,26,98,299,3251,2020-11-17
88,164,36,609,79,36,79,220,4,9,194,26,278,13,30,473,278,48,138,64,298,3164,2020-11-18
29,116,55,624,78,71,70,89,62,186,184,48,123,106,44,305,310,47,31,138,242,2958,2020-11-19
29,53,78,822,82,80,153,114,42,253,223,22,262,96,84,387,174,54,106,133,326,3573,2020-11-20
72,122,77,560,80,55,126,160,50,121,225,27,294,21,197,306,273,30,127,91,294,3308,2020-11-21
77,149,10,343,55,17,3,126,60,6,159,3,123,6,38,136,281,59,92,100,130,1973,2020-11-22
36,52,39,445,90,90,84,36,20,95,190,33,158,57,77,290,227,24,47,113,120,2323,2020-11-23
14,82,74,595,93,95,184,167,61,259,298,14,330,83,82,463,195,15,79,134,286,3603,2020-11-24
77,140,83,611,172,157,150,235,37,243,220,40,227,103,96,479,252,45,143,123,376,4009,2020-11-25
108,147,52,607,37,171,142,166,64,179,248,43,376,115,163,548,382,63,68,160,241,4080,2020-11-26
66,155,75,647,118,132,128,114,46,196,193,56,209,127,98,528,283,82,143,180,411,3987,2020-11-27
62,124,39,349,83,131,48,83,36,188,133,8,334,22,192,341,407,43,19,129,148,2919,2020-11-28
73,83,38,236,77,38,13,169,36,4,123,40,13,9,42,147,131,111,121,83,243,1830,2020-11-29
49,36,35,506,79,94,24,96,50,113,254,51,174,93,168,417,235,60,139,116,111,2900,2020-11-30
101,56,39,639,91,139,235,140,45,310,262,38,257,89,171,344,249,12,35,134,153,3539,2020-12-01
99,188,46,669,89,157,220,272,82,267,311,77,460,174,123,563,228,65,133,163,148,4534,2020-12-02
91,72,62,740,93,137,154,183,65,191,230,50,293,81,236,527,307,63,36,175,169,3955,2020-12-03
70,169,30,675,84,104,185,201,49,179,286,64,263,169,192,457,320,57,202,173,155,4084,2020-12-04
108,173,29,384,88,101,29,155,17,163,74,40,379,18,191,336,239,49,129,98,99,2899,2020-12-05
102,75,9,235,84,24,3,73,50,7,283,1,162,13,35,159,249,59,109,88,66,1886,2020-12-06
12,73,51,388,86,128,81,33,41,117,190,25,307,178,117,299,163,26,50,145,103,2613,2020-12-07
99,53,48,767,90,96,124,178,59,300,291,84,382,212,213,508,295,43,108,168,402,4520,2020-12-08
99,141,65,636,96,122,238,277,90,188,366,75,374,155,146,449,266,61,158,111,507,4620,2020-12-09
158,198,55,652,102,132,172,161,77,179,126,39,369,108,344,346,204,61,143,208,562,4396,2020-12-10
111,154,60,658,92,87,124,152,46,170,341,35,346,143,126,491,221,58,86,138,496,4135,2020-12-11
151,100,26,389,86,97,40,157,14,155,191,14,458,24,222,428,188,62,77,85,399,3363,2020-12-12
94,101,3,231,66,44,3,44,16,5,143,26,4,8,43,280,104,62,67,84,44,1472,2020-12-13
35,30,24,417,87,103,83,21,26,76,206,26,122,104,139,378,84,4,41,106,248,2360,2020-12-14
95,64,32,464,95,84,64,80,43,234,252,33,347,134,77,376,231,41,58,122,401,3327,2020-12-15
89,175,39,559,93,103,181,135,46,125,245,56,467,130,199,367,206,64,110,131,398,3918,2020-12-16
99,67,19,494,74,129,92,77,34,120,256,43,293,53,173,356,167,100,69,124,433,3272,2020-12-17
136,85,36,484,86,103,86,89,29,85,186,23,255,91,64,367,88,11,65,91,292,2752,2020-12-18
110,73,23,226,22,36,29,107,9,112,106,60,221,14,115,154,168,74,61,71,184,1975,2020-12-19
70,48,4,114,6,25,5,21,8,4,87,1,11,2,24,97,46,27,68,64,34,766,2020-12-20
41,12,26,211,67,68,10,12,16,62,128,9,211,86,103,228,46,29,21,42,167,1595,2020-12-21
95,78,26,356,90,83,123,91,27,180,158,29,314,100,117,279,166,44,41,82,284,2763,2020-12-22
57,70,22,325,58,102,79,11,32,86,165,28,259,72,117,243,101,10,55,67,274,2233,2020-12-23
130,53,20,317,67,24,32,92,24,88,110,31,212,51,80,34,76,29,42,70,61,1643,2020-12-24
21,53,0,31,25,6,0,33,0,0,29,10,15,2,41,16,4,29,25,0,10,350,2020-12-25
4,20,12,72,7,18,9,1,8,46,55,1,77,2,6,222,11,0,17,15,15,618,2020-12-26
3,9,5,52,2,7,0,30,2,1,46,0,7,1,7,39,42,18,2,25,18,316,2020-12-27
24,32,22,208,46,78,25,39,8,38,72,13,140,47,153,101,22,8,13,44,217,1350,2020-12-28
17,47,33,207,71,102,65,8,4,137,91,11,196,62,20,298,136,42,5,72,226,1850,2020-12-29
85,135,16,380,43,62,47,72,37,71,160,16,253,83,141,285,106,43,65,79,212,2391,2020-12-30
66,31,17,246,48,27,25,32,9,70,77,34,138,26,35,45,85,4,45,61,49,1170,2020-12-31
8,56,2,12,1,10,3,22,0,3,19,17,2,0,16,9,20,21,20,7,7,255,2021-01-01
11,19,10,116,13,9,7,15,2,36,36,6,75,4,8,206,35,9,8,18,53,696,2021-01-02
45,28,2,47,0,3,0,5,2,1,37,1,12,6,7,62,20,28,30,16,9,361,2021-01-03
26,42,7,133,68,42,22,25,6,39,57,15,93,29,111,109,24,5,16,33,169,1071,2021-01-04
36,22,32,249,50,61,66,46,24,135,84,9,211,47,56,307,147,29,17,45,223,1896,2021-01-05
52,76,2,130,3,5,2,13,0,12,38,20,13,1,13,91,12,26,24,7,22,562,2021-01-06
27,17,24,176,41,45,19,27,10,59,55,5,123,35,60,106,58,25,12,42,132,1098,2021-01-07
32,23,24,191,54,51,26,26,15,74,97,24,110,43,124,169,65,27,26,49,151,1401,2021-01-08
44,83,15,78,6,2,26,10,7,24,46,1,72,1,9,76,55,19,26,21,25,646,2021-01-09
4,6,4,48,2,12,2,10,1,1,18,1,11,1,6,21,5,15,19,31,12,230,2021-01-10
9,17,10,109,43,38,21,29,4,26,61,8,74,33,52,61,32,7,11,12,102,759,2021-01-11
26,28,36,141,35,40,22,22,5,46,67,14,80,40,53,185,75,19,21,44,136,1135,2021-01-12
62,51,22,121,16,15,28,15,0,63,47,16,61,21,96,100,45,25,35,47,94,980,2021-01-13
31,32,20,116,17,17,21,11,7,20,38,12,65,20,37,84,23,14,19,45,66,715,2021-01-14
22,43,14,114,15,20,23,21,3,29,29,8,66,30,56,98,39,15,27,34,57,763,2021-01-15
18,11,0,57,3,2,4,9,9,42,22,3,50,1,11,72,31,9,2,8,15,379,2021-01-16
3,14,19,26,2,0,0,4,0,0,15,0,1,1,4,22,15,11,12,9,16,174,2021-01-17
8,26,11,96,16,17,17,14,2,6,30,4,44,17,58,47,19,4,10,20,54,520,2021-01-18
9,39,20,178,12,24,36,21,7,37,29,7,55,32,42,142,36,19,23,31,103,902,2021-01-19
18,11,13,140,11,19,23,8,3,26,47,10,67,46,58,120,42,11,13,34,56,776,2021-01-20
18,33,14,107,7,14,11,4,9,38,31,3,49,25,30,70,42,10,15,36,77,643,2021-01-21
12,35,7,92,13,10,24,6,2,29,15,8,46,35,61,81,24,7,11,30,51,599,2021-01-22
6,16,14,73,4,3,8,3,5,17,19,5,22,7,8,78,15,8,5,20,16,352,2021-01-23
20,10,3,34,0,2,0,6,0,0,13,0,3,3,7,5,7,8,9,0,4,134,2021-01-24
8,8,1,50,7,18,10,16,3,13,15,1,40,23,63,64,26,2,10,24,46,448,2021-01-25
21,12,42,138,16,29,33,11,9,40,32,10,56,27,54,127,41,17,15,26,101,857,2021-01-26
18,36,19,119,13,13,14,7,6,17,25,3,31,29,45,75,23,15,15,26,70,619,2021-01-27
12,35,18,87,7,12,18,21,7,24,19,6,36,15,25,73,30,11,13,33,59,561,2021-01-28
19,21,19,80,8,19,14,8,2,13,25,10,48,27,31,72,32,4,13,36,50,551,2021-01-29
15,17,10,47,1,1,10,6,6,18,19,2,45,3,6,78,17,7,2,7,19,336,2021-01-30
2,7,3,14,0,0,0,2,0,0,10,0,2,3,3,16,9,3,6,9,5,94,2021-01-31
5,6,19,72,7,7,13,8,2,13,11,1,40,16,30,78,19,0,8,2,30,387,2021-02-01
22,35,11,104,8,18,18,19,13,31,34,5,40,17,22,156,27,0,23,38,89,730,2021-02-02
10,21,29,82,8,19,26,8,6,39,18,2,54,21,26,22,20,6,20,42,37,516,2021-02-03
8,19,16,83,6,8,9,8,5,22,18,7,42,7,13,153,29,3,18,35,40,549,2021-02-04
12,15,23,53,9,15,18,11,4,14,13,2,24,14,18,84,18,3,16,19,39,424,2021-02-05
6,17,9,34,2,0,4,7,6,15,10,1,42,3,5,70,16,10,4,11,4,276,2021-02-06
2,1,1,11,1,0,0,2,0,2,8,0,6,1,4,10,4,3,5,6,4,71,2021-02-07
2,7,11,43,7,14,3,7,3,12,17,1,19,16,11,38,12,1,10,13,36,283,2021-02-08
11,16,12,88,12,26,18,7,9,34,32,3,55,15,13,118,27,3,6,20,52,577,2021-02-09
6,9,18,46,2,10,5,3,7,13,20,0,33,12,18,57,22,8,32,21,34,376,2021-02-10
5,18,21,58,6,14,4,3,10,9,19,3,38,14,15,72,21,2,7,11,21,371,2021-02-11
2,15,17,52,0,22,14,6,7,14,15,2,30,19,10,69,19,2,10,18,36,379,2021-02-12
6,18,11,24,1,2,2,2,4,9,5,0,26,1,1,52,12,3,5,10,4,198,2021-02-13
3,2,2,12,1,0,1,4,0,0,7,0,4,1,3,2,5,1,8,7,5,68,2021-02-14
0,5,29,49,4,19,4,7,4,4,7,0,30,10,15,39,10,3,14,6,15,274,2021-02-15
10,34,25,74,3,22,14,10,5,21,22,2,32,17,17,85,16,0,23,15,55,502,2021-02-16
4,26,16,52,3,15,16,5,10,9,27,3,28,8,11,49,15,13,7,16,32,365,2021-02-17
7,29,20,74,7,17,3,9,2,17,13,2,24,7,9,68,12,0,20,19,29,388,2021-02-18
6,25,40,78,9,13,10,8,3,3,10,10,33,15,20,70,16,7,15,10,30,431,2021-02-19
1,12,40,40,5,2,3,0,5,12,13,4,20,2,1,62,11,6,5,8,8,260,2021-02-20
1,3,4,13,3,0,1,4,0,2,13,1,2,0,0,7,2,4,5,4,3,72,2021-02-21
0,16,40,59,4,11,8,5,4,4,17,0,32,13,16,56,10,2,7,13,26,343,2021-02-22
5,36,57,115,7,29,13,12,12,26,17,6,57,16,16,154,8,6,8,26,62,688,2021-02-23
4,21,47,78,5,24,13,5,4,12,29,2,46,16,25,103,20,0,31,33,26,544,2021-02-24
4,27,57,68,6,26,11,10,6,13,29,4,55,17,14,62,8,14,10,31,33,505,2021-02-25
2,24,48,78,4,16,13,4,13,9,22,3,57,22,11,74,13,3,12,47,45,520,2021-02-26
0,28,50,25,2,5,4,6,8,19,17,6,30,24,4,76,25,6,6,5,10,356,2021-02-27
2,4,6,17,2,0,0,2,0,0,13,0,0,2,0,10,7,3,11,9,3,91,2021-02-28
3,6,49,46,9,28,4,7,3,9,12,5,52,7,17,58,11,1,11,26,30,394,2021-03-01
12,20,58,94,4,43,6,6,18,17,34,8,69,23,18,165,19,9,24,35,65,747,2021-03-02
2,39,74,71,7,45,17,7,5,12,72,2,79,16,21,97,21,5,15,28,32,667,2021-03-03
1,33,50,69,1,29,2,7,13,13,34,5,69,20,7,101,26,8,19,43,40,590,2021-03-04
5,21,50,94,6,20,10,8,23,26,29,2,94,24,19,96,27,9,18,39,38,658,2021-03-05
3,11,38,51,2,3,3,7,6,12,12,2,77,2,0,102,22,0,10,22,9,394,2021-03-06
0,4,6,19,2,0,1,8,1,0,4,0,7,0,1,5,7,6,1,15,7,94,2021-03-07
5,12,39,78,6,19,0,11,7,16,14,3,84,15,14,59,18,2,5,46,38,491,2021-03-08
7,17,58,118,20,31,14,15,21,25,30,5,149,46,11,204,44,3,32,37,75,962,2021-03-09
8,16,57,130,14,33,9,11,13,16,21,9,138,24,12,107,38,2,21,52,46,777,2021-03-10
9,22,45,128,10,43,4,16,29,19,28,5,152,26,7,133,29,3,10,60,45,823,2021-03-11
5,19,33,118,17,39,13,7,10,19,16,6,154,34,14,134,54,4,18,53,56,823,2021-03-12
3,25,36,87,6,6,3,3,14,9,5,7,117,19,1,113,46,6,13,24,18,561,2021-03-13
1,3,3,16,4,3,0,13,1,0,17,0,14,8,1,6,17,7,0,12,3,129,2021-03-14
3,6,54,83,19,34,8,18,17,11,19,4,122,46,16,97,22,0,10,47,55,691,2021-03-15
18,37,55,222,21,70,1,21,38,18,30,6,295,75,6,262,75,3,22,68,102,1445,2021-03-16
17,18,55,156,9,76,24,16,19,13,39,17,256,65,26,198,46,3,21,54,69,1197,2021-03-17
10,39,42,164,9,57,8,20,16,19,23,4,235,47,5,195,41,3,24,65,86,1112,2021-03-18
18,10,63,195,8,54,10,19,19,19,19,13,212,67,22,213,61,3,20,66,75,1186,2021-03-19
9,49,35,125,5,6,4,14,12,19,17,9,220,10,2,150,61,9,18,35,25,834,2021-03-20
2,9,3,33,1,2,0,1,1,2,8,0,12,3,2,14,28,3,1,14,11,150,2021-03-21
2,4,68,155,18,44,4,18,19,21,25,6,186,44,9,130,39,4,11,80,69,956,2021-03-22
41,30,78,347,12,78,11,22,31,48,36,4,355,112,18,312,102,6,38,65,145,1891,2021-03-23
16,41,68,278,15,81,10,21,17,27,56,16,269,110,35,294,67,2,40,83,127,1673,2021-03-24
26,39,46,291,19,100,4,28,19,43,85,7,361,84,13,275,65,5,47,122,123,1802,2021-03-25
23,34,50,317,22,113,11,12,19,27,60,11,313,116,20,294,61,4,54,83,146,1790,2021-03-26
17,30,44,223,14,15,7,0,29,37,25,6,378,14,1,263,71,8,26,76,37,1321,2021-03-27
4,21,2,59,4,1,4,20,0,2,24,0,24,14,2,17,41,3,2,43,13,300,2021-03-28
15,27,76,257,17,82,4,25,15,15,32,17,257,79,25,255,30,2,30,95,132,1487,2021-03-29
73,17,115,451,16,94,37,38,36,73,59,16,614,124,25,392,72,11,65,99,196,2623,2021-03-30
52,75,69,462,20,66,33,26,30,41,87,26,291,139,29,442,60,5,81,135,253,2422,2021-03-31
48,37,82,485,17,102,15,23,23,46,98,11,360,145,14,342,99,8,65,148,194,2362,2021-04-01
46,63,38,525,12,134,33,30,22,41,69,33,378,116,46,144,106,4,75,156,163,2234,2021-04-02
22,47,50,296,15,30,8,16,11,43,43,6,339,33,10,60,107,8,39,124,69,1376,2021-04-03
3,30,2,29,7,1,0,0,1,0,23,0,15,0,2,12,4,1,1,0,7,138,2021-04-04
3,13,40,100,12,4,2,5,8,28,36,3,60,9,6,296,27,7,10,30,36,735,2021-04-05
16,8,50,370,22,62,8,32,20,22,57,10,244,63,17,314,76,0,22,133,103,1649,2021-04-06
71,64,78,678,18,88,54,40,22,126,103,33,430,150,105,442,134,17,68,150,346,3217,2021-04-07
39,69,66,618,22,52,38,30,18,59,105,8,386,148,24,346,143,14,85,151,178,2599,2021-04-08
40,38,59,594,20,79,34,42,29,71,92,25,379,105,45,305,148,2,63,134,231,2535,2021-04-09
37,81,53,245,10,68,31,29,16,68,30,16,300,13,9,288,103,15,38,120,47,1617,2021-04-10
2,53,6,101,1,1,0,5,0,1,54,1,22,3,5,11,88,3,4,49,12,422,2021-04-11
13,21,72,574,19,36,15,38,12,48,57,19,254,89,54,220,59,8,54,73,201,1936,2021-04-12
73,68,82,596,25,86,47,50,23,156,128,15,420,147,55,385,159,14,48,148,374,3099,2021-04-13
49,74,47,619,25,127,52,29,20,90,121,47,364,115,59,438,152,3,82,128,286,2927,2021-04-14
43,122,53,604,30,93,50,25,14,92,151,21,324,57,22,322,161,17,91,121,285,2698,2021-04-15
41,63,65,570,23,71,51,37,21,95,126,46,336,101,80,312,138,1,92,131,227,2627,2021-04-16
6,64,36,285,11,39,17,34,21,89,74,8,232,13,9,317,127,8,44,70,61,1565,2021-04-17
19,73,3,139,3,2,0,5,0,2,19,2,14,2,4,17,55,10,1,24,16,410,2021-04-18
28,37,54,554,20,59,29,41,8,34,90,21,267,61,58,271,80,6,65,93,230,2106,2021-04-19
73,93,70,657,23,92,75,55,27,162,110,21,330,121,54,462,147,1,84,99,361,3117,2021-04-20
43,77,32,578,15,104,76,49,21,100,156,57,277,135,119,308,121,30,98,131,358,2885,2021-04-21
51,172,46,552,16,96,42,46,21,97,153,20,234,62,26,285,142,7,82,107,272,2529,2021-04-22
36,85,32,552,22,45,61,40,10,93,103,35,266,108,100,271,131,22,116,114,293,2535,2021-04-23
34,35,17,250,2,14,15,25,13,90,81,9,157,11,3,233,109,13,72,31,40,1254,2021-04-24
0,57,3,138,5,0,0,1,0,4,51,1,12,1,9,13,65,1,2,22,25,410,2021-04-25
13,36,25,471,10,73,20,50,6,37,74,25,189,61,58,175,121,2,60,61,230,1797,2021-04-26
72,125,35,670,24,72,71,51,21,165,101,24,276,108,52,332,136,4,96,91,378,2904,2021-04-27
34,91,18,546,15,44,68,31,9,69,148,58,225,64,92,279,144,24,95,94,291,2439,2021-04-28
30,81,23,491,18,53,24,35,12,68,120,23,182,40,37,234,138,10,95,61,232,2007,2021-04-29
39,103,32,498,9,40,51,27,10,93,106,33,153,46,79,196,135,16,76,70,234,2046,2021-04-30
1,72,17,200,5,10,23,14,6,72,58,7,119,3,8,121,120,10,6,35,37,944,2021-05-01
6,16,0,115,3,3,4,7,0,3,23,0,7,2,0,6,85,9,1,36,23,349,2021-05-02
31,23,16,421,19,33,9,40,14,50,51,13,146,24,85,113,50,6,49,41,162,1396,2021-05-03
64,116,28,594,15,67,82,56,18,118,114,22,178,44,54,257,188,4,81,78,316,2494,2021-05-04
37,39,11,418,12,38,50,32,5,84,130,30,128,34,85,94,154,10,61,42,146,1640,2021-05-05
25,74,12,383,8,47,36,26,6,62,77,11,110,22,24,102,112,13,68,60,157,1435,2021-05-06
31,56,17,319,15,20,42,30,4,62,98,9,107,36,51,81,114,12,52,46,140,1342,2021-05-07
6,23,4,147,7,3,10,28,5,66,49,3,75,2,6,58,113,0,26,12,22,665,2021-05-08
15,11,0,76,1,18,2,2,0,6,26,0,10,2,3,6,48,7,0,6,14,253,2021-05-09
3,25,13,265,12,16,18,27,5,35,50,9,80,22,36,41,54,10,14,28,113,876,2021-05-10
38,18,29,375,10,25,28,26,15,97,94,11,144,30,40,90,126,6,48,32,189,1471,2021-05-11
