datum,pozitivne osobe,pozitivne osobe kumulativno,učinjeni testovi,učinjeni testovi kumulativno,hospitalizirani u zadnja 24 sata,ukupno hospitaliziranih,na respiratoru u zadnja 24 sata,ukupno na respiratoru,preminuli u bolnici,preminuli u bolnici kumulativno,izvor
17/06/2021,111,359050.0,4377,2153077.0,31.0,342.0,3.0,25.0,3.0,8163.0,hzjz
18/06/2021,89,359139.0,4890,2157967.0,18.0,313.0,2.0,25.0,3.0,8166.0,hzjz
19/06/2021,53,359192.0,3968,2161935.0,25.0,291.0,2.0,24.0,1.0,8167.0,hzjz
20/06/2021,11,359203.0,1868,2163803.0,18.0,288.0,5.0,25.0,5.0,8172.0,hzjz
21/06/2021,79,359282.0,5215,2169018.0,14.0,282.0,4.0,19.0,8.0,8180.0,hzjz
22/06/2021,43,359325.0,2084,2171102.0,13.0,253.0,1.0,16.0,6.0,8186.0,hzjz
23/06/2021,99,359424.0,5287,2176389.0,11.0,251.0,2.0,18.0,2.0,8188.0,hzjz
24/06/2021,111,359535.0,3767,2180156.0,18.0,241.0,2.0,15.0,2.0,8190.0,hzjz
25/06/2021,84,359619.0,3773,2183929.0,13.0,209.0,1.0,13.0,4.0,8194.0,hzjz
26/06/2021,46,359665.0,4249,2188178.0,20.0,208.0,1.0,13.0,1.0,8195.0,hzjz
27/06/2021,13,359678.0,1973,2190151.0,5.0,196.0,0.0,11.0,3.0,8202.0,hzjz
28/06/2021,72,359750.0,5600,2195751.0,11.0,195.0,0.0,10.0,2.0,8200.0,hzjz
29/06/2021,135,359885.0,4903,2200654.0,16.0,181.0,3.0,11.0,3.0,8203.0,hzjz
30/06/2021,98,359983.0,4526,2205180.0,13.0,159.0,4.0,12.0,1.0,8204.0,hzjz
01/07/2021,93,360076.0,4032,2209212.0,12.0,151.0,1.0,13.0,3.0,8207.0,hzjz
02/07/2021,109,360185.0,3672,2212884.0,10.0,139.0,0.0,13.0,3.0,8210.0,hzjz
03/07/2021,56,360241.0,3664,2216548.0,11.0,131.0,7.0,11.0,3.0,8213.0,hzjz
04/07/2021,9,360250.0,1822,2218370.0,12.0,141.0,1.0,10.0,3.0,8216.0,hzjz
05/07/2021,96,360346.0,4936,2223306.0,11.0,140.0,3.0,11.0,1.0,8217.0,hzjz
06/07/2021,138,360484.0,4466,2227772.0,16.0,132.0,4.0,10.0,2.0,8219.0,hzjz
07/07/2021,109,360593.0,4083,2231855.0,17.0,122.0,4.0,6.0,3.0,8222.0,hzjz
08/07/2021,85,360678.0,3452,2235307.0,11.0,121.0,0.0,3.0,3.0,8224.0,hzjz
09/07/2021,91,360769.0,3783,2239090.0,9.0,115.0,0.0,4.0,0.0,8224.0,hzjz
10/07/2021,54,360823.0,3427,2242517.0,13.0,105.0,2.0,5.0,1.0,8225.0,hzjz
11/07/2021,16,360839.0,1700,2244217.0,3.0,106.0,4.0,8.0,0.0,8225.0,hzjz
12/07/2021,90,360929.0,4504,2248721.0,6.0,107.0,1.0,8.0,2.0,8227.0,hzjz
13/07/2021,157,361086.0,3921,2252642.0,12.0,106.0,1.0,9.0,2.0,8229.0,hzjz
14/07/2021,140,361226.0,3838,2256480.0,17.0,111.0,0.0,8.0,2.0,8231.0,hzjz
15/07/2021,127,361353.0,3742,2260222.0,13.0,110.0,3.0,9.0,0.0,8231.0,hzjz
16/07/2021,145,361498.0,3850,2264072.0,13.0,112.0,4.0,12.0,1.0,8232.0,hzjz
17/07/2021,106,361604.0,3471,2267543.0,12.0,130.0,0.0,12.0,2.0,8234.0,hzjz
18/07/2021,21,361625.0,1624,2269167.0,15.0,121.0,1.0,12.0,2.0,8236.0,hzjz
19/07/2021,142,361767.0,4505,2273672.0,10.0,125.0,2.0,17.0,2.0,8238.0,hzjz
20/07/2021,194,361961.0,4263,2277935.0,15.0,121.0,0.0,11.0,3.0,8241.0,hzjz
21/07/2021,175,362136.0,3907,2281842.0,11.0,122.0,3.0,13.0,1.0,8242.0,hzjz
22/07/2021,183,362319.0,4997,2286839.0,14.0,124.0,1.0,14.0,1.0,8243.0,hzjz
23/07/2021,208,362527.0,7721,2294560.0,15.0,128.0,4.0,17.0,0.0,8243.0,hzjz
24/07/2021,115,362642.0,7617,2302177.0,10.0,121.0,1.0,15.0,0.0,8243.0,hzjz
25/07/2021,33,362675.0,3868,2306045.0,18.0,137.0,1.0,13.0,0.0,8243.0,hzjz
26/07/2021,173,362848.0,7298,2313343.0,12.0,138.0,0.0,13.0,2.0,8245.0,hzjz
27/07/2021,199,363047.0,6709,2320052.0,21.0,143.0,1.0,13.0,0.0,8245.0,hzjz
28/07/2021,200,363247.0,6839,2326891.0,19.0,143.0,0.0,11.0,2.0,8247.0,hzjz
29/07/2021,169,363416.0,7200,2334091.0,18.0,149.0,3.0,12.0,1.0,8248.0,hzjz
30/07/2021,222,363638.0,8275,2342366.0,25.0,154.0,1.0,12.0,4.0,8252.0,hzjz
31/07/2021,139,363777.0,8782,2351148.0,23.0,150.0,5.0,11.0,5.0,8257.0,hzjz
01/08/2021,36,363813.0,4730,2355878.0,8.0,150.0,2.0,12.0,4.0,8261.0,hzjz
02/08/2021,186,363999.0,7278,2363156.0,14.0,156.0,2.0,13.0,4.0,8265.0,hzjz
03/08/2021,280,364279.0,7747,2370903.0,20.0,149.0,1.0,11.0,1.0,8266.0,hzjz
04/08/2021,248,364527.0,8916,2379819.0,22.0,153.0,2.0,12.0,0.0,8266.0,hzjz
05/08/2021,102,364629.0,5728,2385547.0,15.0,154.0,2.0,14.0,3.0,8269.0,hzjz
06/08/2021,240,364869.0,8857,2394404.0,15.0,163.0,5.0,16.0,0.0,8269.0,hzjz
07/08/2021,214,365083.0,7865,2402269.0,30.0,166.0,2.0,18.0,1.0,8270.0,hzjz
08/08/2021,41,365124.0,4320,2406589.0,30.0,166.0,2.0,18.0,1.0,8271.0,hzjz
09/08/2021,252,365376.0,8578,2415167.0,26.0,190.0,5.0,22.0,0.0,8271.0,hzjz
10/08/2021,386,365762.0,8279,2423446.0,26.0,189.0,2.0,17.0,2.0,8273.0,hzjz
11/08/2021,342,366104.0,8656,2432102.0,26.0,196.0,5.0,21.0,0.0,8273.0,hzjz
12/08/2021,305,366409.0,8679,2440781.0,22.0,192.0,2.0,19.0,3.0,8276.0,hzjz
13/08/2021,357,366766.0,10964,2451745.0,27.0,199.0,2.0,21.0,2.0,8278.0,hzjz
14/08/2021,303,367069.0,9083,2460828.0,28.0,192.0,3.0,21.0,2.0,8280.0,hzjz
15/08/2021,45,367114.0,3250,2464078.0,20.0,192.0,2.0,21.0,1.0,8281.0,hzjz
16/08/2021,351,367465.0,10417,2474495.0,28.0,212.0,3.0,24.0,2.0,8283.0,hzjz
17/08/2021,520,367985.0,10436,2484931.0,39.0,220.0,4.0,26.0,3.0,8286.0,hzjz
18/08/2021,484,368469.0,8428,2493359.0,43.0,235.0,5.0,26.0,3.0,8289.0,hzjz
19/08/2021,480,368949.0,9594,2502953.0,32.0,244.0,3.0,25.0,3.0,8292.0,hzjz
20/08/2021,494,369443.0,13004,2515957.0,31.0,251.0,2.0,26.0,1.0,8293.0,hzjz
21/08/2021,366,369809.0,11444,2527401.0,37.0,269.0,9.0,34.0,3.0,8296.0,hzjz
22/08/2021,76,369885.0,5039,2532440.0,31.0,275.0,2.0,35.0,3.0,8299.0,hzjz
23/08/2021,480,370365.0,10788,2543228.0,45.0,307.0,7.0,42.0,2.0,8301.0,hzjz
24/08/2021,717,371082.0,12527,2555755.0,56.0,330.0,7.0,44.0,3.0,8304.0,hzjz
25/08/2021,628,371710.0,9973,2565728.0,64.0,356.0,8.0,46.0,3.0,8307.0,hzjz
26/08/2021,579,372289.0,10108,2575836.0,41.0,378.0,7.0,43.0,6.0,8313.0,hzjz
27/08/2021,593,372882.0,12097,2587933.0,47.0,372.0,6.0,47.0,2.0,8315.0,hzjz
28/08/2021,426,373308.0,10720,2598653.0,47.0,374.0,6.0,43.0,7.0,8322.0,hzjz
29/08/2021,97,373405.0,3951,2602604.0,38.0,387.0,8.0,49.0,1.0,8323.0,hzjz
30/08/2021,669,374074.0,9403,2612007.0,52.0,427.0,7.0,55.0,6.0,8337.0,hzjz
31/08/2021,873,374947.0,10144,2622151.0,53.0,423.0,5.0,53.0,3.0,8340.0,hzjz
01/09/2021,793,375740.0,8694,2630845.0,58.0,440.0,9.0,59.0,4.0,8344.0,hzjz
02/09/2021,823,376563.0,9183,2640028.0,69.0,450.0,6.0,53.0,11.0,8356.0,hzjz
03/09/2021,888,377451.0,12196,2652224.0,47.0,457.0,10.0,57.0,6.0,8362.0,hzjz
04/09/2021,526,377977.0,8070,2660294.0,72.0,469.0,11.0,59.0,7.0,8369.0,hzjz
05/09/2021,148,378125.0,3865,2664159.0,53.0,485.0,2.0,52.0,8.0,8377.0,hzjz
06/09/2021,712,378837.0,10262,2674421.0,62.0,518.0,6.0,57.0,5.0,8382.0,hzjz
07/09/2021,1248,380085.0,10776,2685197.0,76.0,518.0,10.0,57.0,10.0,8392.0,hzjz
08/09/2021,909,380994.0,9204,2694401.0,68.0,540.0,12.0,62.0,10.0,8401.0,hzjz
09/09/2021,1054,382048.0,10436,2704837.0,65.0,554.0,5.0,58.0,10.0,8411.0,hzjz
10/09/2021,1147,383195.0,13189,2718026.0,55.0,552.0,6.0,59.0,8.0,8419.0,hzjz
11/09/2021,808,384003.0,10645,2728671.0,69.0,559.0,9.0,55.0,14.0,8425.0,hzjz
12/09/2021,175,384178.0,4016,2732687.0,44.0,572.0,17.0,62.0,13.0,8438.0,hzjz
13/09/2021,1007,385185.0,10615,2743302.0,45.0,592.0,5.0,59.0,7.0,8445.0,hzjz
14/09/2021,1840,387025.0,10547,2753849.0,87.0,600.0,10.0,59.0,9.0,8454.0,hzjz
15/09/2021,1375,388400.0,11106,2764955.0,62.0,603.0,10.0,64.0,7.0,8461.0,hzjz
16/09/2021,1369,389769.0,11718,2776673.0,79.0,628.0,13.0,72.0,9.0,8470.0,hzjz
17/09/2021,1416,391185.0,12283,2788956.0,93.0,651.0,14.0,77.0,9.0,8479.0,hzjz
18/09/2021,863,392048.0,8693,2797649.0,79.0,659.0,12.0,80.0,12.0,8491.0,hzjz
19/09/2021,269,392317.0,3535,2801184.0,70.0,683.0,7.0,81.0,7.0,8498.0,hzjz
20/09/2021,1047,393364.0,9446,2810630.0,52.0,692.0,12.0,85.0,14.0,8512.0,hzjz
21/09/2021,1838,395202.0,11040,2821670.0,92.0,689.0,10.0,88.0,12.0,8524.0,hzjz
22/09/2021,1343,396545.0,10471,2832141.0,93.0,706.0,11.0,87.0,13.0,8537.0,hzjz
23/09/2021,1271,397816.0,10270,2842411.0,66.0,694.0,11.0,89.0,15.0,8552.0,hzjz
24/09/2021,1295,399111.0,10569,2852980.0,64.0,678.0,9.0,92.0,12.0,8564.0,hzjz
25/09/2021,852,399963.0,8692,2861672.0,76.0,661.0,13.0,94.0,14.0,8578.0,hzjz
26/09/2021,207,400170.0,3229,2864901.0,64.0,692.0,12.0,99.0,15.0,8593.0,hzjz
27/09/2021,1072,401242.0,9326,2874227.0,61.0,720.0,6.0,97.0,11.0,8604.0,hzjz
28/09/2021,1963,403205.0,9881,2884108.0,105.0,738.0,13.0,102.0,8.0,8612.0,hzjz
29/09/2021,1714,404919.0,8909,2893017.0,92.0,745.0,7.0,99.0,14.0,8626.0,hzjz
30/09/2021,1497,406416.0,9515,2902532.0,76.0,741.0,5.0,94.0,12.0,8638.0,hzjz
01/10/2021,1450,407866.0,10275,2912807.0,78.0,738.0,18.0,99.0,10.0,8648.0,hzjz
02/10/2021,919,408785.0,8923,2921730.0,72.0,744.0,15.0,96.0,14.0,8662.0,hzjz
03/10/2021,236,409021.0,3294,2925024.0,77.0,779.0,13.0,95.0,14.0,8676.0,hzjz
04/10/2021,1113,410134.0,9115,2934139.0,56.0,810.0,11.0,98.0,7.0,8683.0,hzjz
05/10/2021,1871,412005.0,11222,2945361.0,113.0,822.0,21.0,107.0,19.0,8703.0,hzjz
06/10/2021,1787,413792.0,9817,2955178.0,106.0,820.0,21.0,116.0,18.0,8721.0,hzjz
07/10/2021,1665,415457.0,9617,2964795.0,90.0,823.0,12.0,119.0,8.0,8729.0,hzjz
08/10/2021,1572,417029.0,9001,2973796.0,81.0,805.0,15.0,121.0,22.0,8751.0,hzjz
09/10/2021,911,417940.0,7230,2981026.0,111.0,814.0,26.0,125.0,11.0,8761.0,hzjz
10/10/2021,173,418113.0,2572,2983598.0,63.0,839.0,14.0,124.0,9.0,8770.0,hzjz
11/10/2021,1048,419161.0,8473,2992071.0,58.0,866.0,18.0,131.0,6.0,8776.0,hzjz
12/10/2021,2022,421183.0,10004,3002075.0,118.0,870.0,15.0,140.0,24.0,8800.0,hzjz
13/10/2021,1822,423005.0,9450,3011525.0,107.0,855.0,12.0,128.0,27.0,8827.0,hzjz
14/10/2021,1736,424741.0,9219,3020744.0,99.0,869.0,9.0,122.0,17.0,8844.0,hzjz
15/10/2021,1991,426732.0,9705,3030449.0,92.0,873.0,9.0,118.0,15.0,8860.0,hzjz
16/10/2021,1289,428021.0,7324,3037773.0,103.0,871.0,17.0,114.0,15.0,8875.0,hzjz
17/10/2021,331,428352.0,2823,3040596.0,78.0,903.0,19.0,116.0,19.0,8905.0,hzjz
18/10/2021,1761,430113.0,8989,3049585.0,72.0,945.0,11.0,119.0,11.0,8905.0,hzjz
19/10/2021,3289,433402.0,11329,3060914.0,125.0,947.0,22.0,128.0,21.0,8926.0,hzjz
20/10/2021,2961,436363.0,10486,3071400.0,98.0,939.0,18.0,131.0,23.0,8949.0,hzjz
21/10/2021,3229,439592.0,10385,3081785.0,125.0,975.0,12.0,127.0,17.0,8966.0,hzjz
22/10/2021,3593,443185.0,11121,3092906.0,131.0,997.0,17.0,135.0,17.0,8983.0,hzjz
23/10/2021,2355,445540.0,7307,3100213.0,148.0,1033.0,21.0,128.0,25.0,9008.0,hzjz
24/10/2021,691,446231.0,2823,3103036.0,112.0,1091.0,20.0,143.0,28.0,9036.0,hzjz
25/10/2021,3372,449603.0,11266,3114302.0,117.0,1159.0,20.0,143.0,22.0,9058.0,hzjz
26/10/2021,4639,454242.0,13539,3127841.0,159.0,1170.0,18.0,139.0,30.0,9088.0,hzjz
27/10/2021,4283,458525.0,12438,3140279.0,160.0,1207.0,23.0,153.0,26.0,9115.0,hzjz
28/10/2021,4386,462911.0,12058,3152337.0,161.0,1231.0,19.0,160.0,26.0,9141.0,hzjz
29/10/2021,4476,467387.0,12249,3164586.0,167.0,1311.0,32.0,171.0,26.0,9167.0,hzjz
30/10/2021,3234,470621.0,7791,3172377.0,179.0,1330.0,20.0,175.0,30.0,9196.0,hzjz
31/10/2021,1149,471770.0,3712,3176089.0,177.0,1418.0,35.0,170.0,22.0,9218.0,hzjz
01/11/2021,889,472659.0,3238,3179327.0,169.0,1496.0,44.0,183.0,31.0,9249.0,hzjz
02/11/2021,4352,477011.0,13189,3192516.0,194.0,1543.0,23.0,185.0,40.0,9289.0,hzjz
03/11/2021,6834,483845.0,16444,3208960.0,256.0,1634.0,29.0,198.0,41.0,9330.0,hzjz
04/11/2021,6648,490493.0,13783,3222743.0,233.0,1680.0,35.0,219.0,32.0,9362.0,hzjz
05/11/2021,6790,497283.0,14707,3237450.0,307.0,1711.0,25.0,231.0,36.0,9398.0,hzjz
06/11/2021,4200,501483.0,9561,3247011.0,256.0,1787.0,28.0,234.0,50.0,9448.0,hzjz
07/11/2021,1227,502710.0,3496,3250507.0,197.0,1848.0,50.0,248.0,50.0,9498.0,hzjz
08/11/2021,5213,507923.0,14356,3264863.0,173.0,1888.0,27.0,246.0,46.0,9544.0,hzjz
09/11/2021,7368,515291.0,17745,3282608.0,274.0,1952.0,30.0,253.0,59.0,9603.0,hzjz
10/11/2021,6877,522168.0,15941,3298549.0,228.0,1940.0,24.0,254.0,50.0,9653.0,hzjz
11/11/2021,6352,528520.0,14659,3313208.0,260.0,2008.0,30.0,257.0,66.0,9719.0,hzjz
12/11/2021,6421,534941.0,14665,3327873.0,277.0,2086.0,22.0,251.0,53.0,9772.0,hzjz
13/11/2021,4056,538997.0,9687,3337560.0,265.0,2107.0,40.0,269.0,66.0,9838.0,hzjz
14/11/2021,1080,540077.0,3558,3341118.0,199.0,2219.0,30.0,277.0,41.0,9879.0,hzjz
15/11/2021,4572,544649.0,14519,3355637.0,208.0,2338.0,36.0,287.0,55.0,9934.0,hzjz
16/11/2021,6808,551457.0,15940,3371577.0,302.0,2378.0,53.0,289.0,50.0,9984.0,hzjz
17/11/2021,6858,558315.0,16291,3387868.0,302.0,2433.0,51.0,323.0,64.0,10048.0,hzjz
18/11/2021,2352,560667.0,4491,3392359.0,346.0,2513.0,41.0,324.0,63.0,10111.0,hzjz
19/11/2021,5758,566425.0,14762,3407121.0,195.0,2539.0,28.0,327.0,65.0,10176.0,hzjz
20/11/2021,4225,570650.0,9796,3416917.0,297.0,2542.0,32.0,320.0,65.0,10241.0,hzjz
21/11/2021,1161,571811.0,3298,3420215.0,224.0,2568.0,31.0,323.0,60.0,10301.0,hzjz
22/11/2021,4907,576718.0,14172,3434387.0,170.0,2583.0,29.0,324.0,73.0,10374.0,hzjz
23/11/2021,6479,583197.0,16062,3450449.0,291.0,2591.0,34.0,317.0,62.0,10436.0,hzjz
24/11/2021,6018,589215.0,14554,3465003.0,250.0,2551.0,29.0,323.0,67.0,10503.0,hzjz
25/11/2021,5437,594652.0,13372,3478375.0,253.0,2529.0,32.0,316.0,64.0,10567.0,hzjz
26/11/2021,5496,600148.0,13002,3491377.0,257.0,2496.0,34.0,325.0,75.0,10643.0,hzjz
27/11/2021,3292,603440.0,8195,3499572.0,285.0,2506.0,34.0,324.0,51.0,10801.0,hzjz
28/11/2021,999,604439.0,3406,3502978.0,215.0,2538.0,27.0,330.0,64.0,10757.0,hzjz
29/11/2021,3854,608293.0,12281,3515259.0,181.0,2598.0,31.0,308.0,67.0,10824.0,hzjz
30/11/2021,5764,614057.0,14751,3530010.0,236.0,2512.0,36.0,314.0,73.0,10897.0,hzjz
01/12/2021,5352,619409.0,13470,3543480.0,242.0,2454.0,36.0,312.0,68.0,10965.0,hzjz
02/12/2021,4428,623837.0,11791,3555271.0,207.0,2729.0,30.0,311.0,76.0,11041.0,hzjz
03/12/2021,4502,628339.0,11958,3567229.0,211.0,2400.0,28.0,313.0,53.0,11094.0,hzjz
04/12/2021,2834,631173.0,7736,3574965.0,247.0,2382.0,34.0,317.0,54.0,11148.0,hzjz
05/12/2021,686,631859.0,2736,3577701.0,171.0,2381.0,20.0,310.0,68.0,11216.0,hzjz
06/12/2021,3331,635190.0,11013,3588714.0,156.0,2444.0,38.0,326.0,51.0,11267.0,hzjz
07/12/2021,4841,640031.0,13663,3602377.0,269.0,2436.0,25.0,319.0,60.0,11327.0,hzjz
08/12/2021,4304,644335.0,12139,3614516.0,231.0,2412.0,27.0,320.0,54.0,11381.0,hzjz
09/12/2021,3814,648149.0,10857,3625373.0,202.0,2352.0,28.0,321.0,62.0,11443.0,hzjz
10/12/2021,3984,652133.0,11432,3636805.0,203.0,2329.0,31.0,326.0,71.0,11514.0,hzjz
11/12/2021,2187,654320.0,7008,3643813.0,235.0,2290.0,30.0,323.0,58.0,11572.0,hzjz
12/12/2021,475,654795.0,2557,3646370.0,140.0,2293.0,44.0,330.0,45.0,11617.0,hzjz
13/12/2021,3098,657893.0,10767,3657137.0,115.0,2300.0,23.0,326.0,47.0,11664.0,hzjz
14/12/2021,4661,662554.0,13187,3670324.0,192.0,2253.0,25.0,315.0,56.0,11720.0,hzjz
15/12/2021,4001,666555.0,11977,3682301.0,238.0,2256.0,26.0,306.0,57.0,11777.0,hzjz
16/12/2021,3472,670027.0,10535,3692836.0,183.0,2253.0,21.0,286.0,46.0,11823.0,hzjz
17/12/2021,3542,673569.0,10743,3703579.0,192.0,2188.0,24.0,288.0,54.0,11877.0,hzjz
18/12/2021,1886,675455.0,6703,3710282.0,215.0,2154.0,25.0,283.0,51.0,11928.0,hzjz
19/12/2021,373,675828.0,2201,3712483.0,140.0,2167.0,18.0,269.0,51.0,11979.0,hzjz
20/12/2021,2786,678614.0,10353,3722836.0,123.0,2178.0,22.0,268.0,60.0,12039.0,hzjz
21/12/2021,4259,682873.0,12375,3735211.0,197.0,2148.0,20.0,263.0,47.0,12088.0,hzjz
22/12/2021,3808,686681.0,10550,3745761.0,149.0,2066.0,29.0,266.0,36.0,12124.0,hzjz
23/12/2021,3238,689919.0,9524,3755285.0,147.0,1981.0,26.0,266.0,53.0,12177.0,hzjz
24/12/2021,3242,693161.0,9140,3764425.0,145.0,1893.0,28.0,266.0,53.0,12230.0,hzjz
25/12/2021,176,693337.0,1108,3765533.0,145.0,1807.0,23.0,254.0,46.0,12277.0,hzjz
26/12/2021,585,693922.0,3069,3768602.0,119.0,1824.0,23.0,267.0,46.0,12323.0,hzjz
27/12/2021,4148,698070.0,12314,3780916.0,130.0,1872.0,13.0,247.0,50.0,12373.0,hzjz
28/12/2021,5610,703680.0,14590,3795506.0,196.0,1849.0,23.0,238.0,50.0,12423.0,hzjz
29/12/2021,6130,709810.0,14129,3809635.0,191.0,1868.0,20.0,237.0,41.0,12464.0,hzjz
30/12/2021,5512,715322.0,13704,3823339.0,167.0,1858.0,19.0,239.0,27.0,12491.0,hzjz
31/12/2021,5339,720661.0,12972,3836311.0,156.0,1808.0,26.0,237.0,45.0,12536.0,hzjz
01/01/2022,382,721043.0,1910,3838221.0,169.0,1752.0,24.0,226.0,33.0,12569.0,hzjz
02/01/2022,1138,722181.0,4889,3843110.0,108.0,1755.0,21.0,228.0,38.0,12607.0,hzjz
03/01/2022,5806,727987.0,16831,3859941.0,126.0,1795.0,25.0,239.0,44.0,12651.0,hzjz
04/01/2022,8517,736504.0,19702,3879643.0,199.0,1817.0,27.0,233.0,46.0,12697.0,hzjz
05/01/2022,9256,745760.0,20477,3900120.0,178.0,1841.0,20.0,230.0,32.0,12729.0,hzjz
06/01/2022,3947,749707.0,6377,3906497.0,209.0,1824.0,36.0,244.0,33.0,12762.0,hzjz
07/01/2022,8180,757887.0,22406,3928903.0,121.0,1846.0,21.0,245.0,41.0,12803.0,hzjz
